               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,             0.10992,             0.13442,          3.6868e-08,             0.31294,             0.30493,             0.21926,            0.067067,               0.101,             0.16379,          3.7608e-08,            0.008053,            0.008053,            0.008053
                 120,              0.1093,             0.13777,          3.6875e-08,             0.28727,             0.30255,             0.20187,            0.062399,             0.10146,              0.1614,          3.7922e-08,           0.0080365,           0.0080365,           0.0080365
                 121,             0.10832,             0.12766,          3.7331e-08,             0.28727,             0.30255,             0.20187,            0.062399,             0.10146,              0.1614,          3.7922e-08,             0.00802,             0.00802,             0.00802
                 122,             0.10546,             0.11919,          3.7777e-08,             0.30105,             0.30464,             0.21777,            0.066567,             0.10083,             0.16267,          3.7963e-08,           0.0080035,           0.0080035,           0.0080035
                 123,             0.10907,             0.12047,          3.7318e-08,             0.30105,             0.30464,             0.21777,            0.066567,             0.10083,             0.16267,          3.7963e-08,            0.007987,            0.007987,            0.007987
                 124,             0.11096,             0.12267,          3.7376e-08,             0.30567,             0.30798,              0.2211,            0.069056,              0.1008,             0.16269,          3.8547e-08,           0.0079705,           0.0079705,           0.0079705
                 125,             0.10881,             0.12424,          3.7627e-08,             0.30567,             0.30798,              0.2211,            0.069056,              0.1008,             0.16269,          3.8547e-08,            0.007954,            0.007954,            0.007954
                 126,             0.10806,             0.12107,          3.7635e-08,             0.30205,             0.30924,             0.21707,            0.067581,             0.10055,             0.16305,          3.8418e-08,           0.0079375,           0.0079375,           0.0079375
                 127,             0.11003,              0.1205,           3.743e-08,             0.30205,             0.30924,             0.21707,            0.067581,             0.10055,             0.16305,          3.8418e-08,            0.007921,            0.007921,            0.007921
                 128,             0.10831,             0.12934,          3.7109e-08,             0.29293,             0.30965,             0.21308,             0.06696,             0.10035,             0.16283,          3.7951e-08,           0.0079045,           0.0079045,           0.0079045
                 129,              0.1119,             0.15591,          3.6764e-08,             0.29293,             0.30965,             0.21308,             0.06696,             0.10035,             0.16283,          3.7951e-08,            0.007888,            0.007888,            0.007888
                 130,             0.10981,             0.13391,           3.742e-08,             0.29242,             0.29837,             0.20634,            0.063543,             0.10062,             0.16188,          3.7644e-08,           0.0078715,           0.0078715,           0.0078715
                 131,             0.10701,             0.12053,          3.7464e-08,             0.29242,             0.29837,             0.20634,            0.063543,             0.10062,             0.16188,          3.7644e-08,            0.007855,            0.007855,            0.007855
                 132,             0.10961,              0.1217,          3.7347e-08,             0.26409,             0.29902,             0.19333,             0.06013,             0.10104,              0.1618,          3.7271e-08,           0.0078385,           0.0078385,           0.0078385
                 133,             0.10694,             0.10993,           3.736e-08,             0.26409,             0.29902,             0.19333,             0.06013,             0.10104,              0.1618,          3.7271e-08,            0.007822,            0.007822,            0.007822
